Gene,NCBI_Gene_ID,Description,Function,GO_Terms,KEGG_Terms
TFS1,850875,N/A,"Enables peptidase inhibitor activity and phospholipid binding activity. Involved in regulation of Ras protein signal transduction and regulation of proteolysis. Located in fungal-type vacuole lumen and fungal-type vacuole membrane. Human ortholog(s) of this gene implicated in prostate cancer. Orthologous to several human genes including PEBP1 (phosphatidylethanolamine binding protein 1). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
COQ9,850898,N/A,"Predicted to enable lipid binding activity. Involved in ubiquinone biosynthetic process. Located in mitochondrial inner membrane. Used to study coenzyme Q10 deficiency disease. Human ortholog(s) of this gene implicated in coenzyme Q10 deficiency disease and primary coenzyme Q10 deficiency 5. Orthologous to human COQ9 (coenzyme Q9). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
HMX1,850902,N/A,"Enables heme oxygenase (decyclizing) activity. Involved in heme catabolic process; intracellular iron ion homeostasis; and response to oxidative stress. Located in endoplasmic reticulum and nuclear outer membrane. Human ortholog(s) of this gene implicated in several diseases, including artery disease (multiple); cerebrovascular disease (multiple); factor VIII deficiency; lung disease (multiple); and sickle cell anemia. Orthologous to several human genes including HMOX1 (heme oxygenase 1). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
ENT2,850903,N/A,"Enables K48-linked polyubiquitin modification-dependent protein binding activity and K63-linked polyubiquitin modification-dependent protein binding activity. Involved in actin cortical patch assembly; actin filament organization; and endocytosis. Located in mating projection tip. Orthologous to human ENTHD1 (ENTH domain containing 1); EPN1 (epsin 1); and EPN3 (epsin 3). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
HRD3,850904,N/A,"Contributes to ubiquitin-protein transferase activity. Involved in negative regulation of protein autoubiquitination and retrograde protein transport, ER to cytosol. Located in endoplasmic reticulum membrane. Part of Hrd1p ubiquitin ligase ERAD-L complex; Hrd1p ubiquitin ligase ERAD-M complex; and luminal surveillance complex. Human ortholog(s) of this gene implicated in pancreatic cancer. Orthologous to several human genes including SEL1L (SEL1L adaptor subunit of SYVN1 ubiquitin ligase). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
CPR6,850914,N/A,"Enables peptidyl-prolyl cis-trans isomerase activity; ribosome binding activity; and unfolded protein binding activity. Involved in protein refolding. Located in cytoplasm. Orthologous to human PPID (peptidylprolyl isomerase D). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YLR225C,850922,N/A,"Predicted to act upstream of or within response to oxidative stress. Located in cytoplasm. [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
YLR227W-B,850927,N/A,"Predicted to enable several functions, including DNA polymerase activity; RNA nuclease activity; and peptidase activity. Predicted to be involved in retrotransposition. Predicted to act upstream of or within several processes, including DNA metabolic process; transposition; and viral translational frameshifting. Located in nucleus. [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
VPS34,850941,N/A,"Enables 1-phosphatidylinositol-3-kinase activity and protein kinase activity. Involved in several processes, including cellular response to potassium ion starvation; pexophagy; and positive regulation of transcription elongation by RNA polymerase II. Located in several cellular components, including fungal-type vacuole membrane; nucleus-vacuole junction; and phagophore assembly site. Part of phosphatidylinositol 3-kinase complex, class III, type I and phosphatidylinositol 3-kinase complex, class III, type II. Used to study Parkinson's disease. Orthologous to human PIK3C3 (phosphatidylinositol 3-kinase catalytic subunit type 3). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
IRC20,850949,N/A,"Enables ubiquitin-protein transferase activity. Involved in double-strand break repair via nonhomologous end joining and double-strand break repair via synthesis-dependent strand annealing. Located in mitochondrion and nucleus. Orthologous to human SHPRH (SNF2 histone linker PHD RING helicase). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
SSP120,850952,N/A,"Predicted to enable calcium ion binding activity. Located in fungal-type vacuole. Orthologous to human NUCB1 (nucleobindin 1) and NUCB2 (nucleobindin 2). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
SYM1,850953,N/A,"Involved in ethanol metabolic process. Located in mitochondrial inner membrane. Used to study mitochondrial DNA depletion syndrome 3; mitochondrial DNA depletion syndrome 6; and mitochondrial metabolism disease. Human ortholog(s) of this gene implicated in Charcot-Marie-Tooth disease type 2EE; mitochondrial DNA depletion syndrome 3; and mitochondrial DNA depletion syndrome 6. Orthologous to several human genes including MPV17 (mitochondrial inner membrane protein MPV17). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
GSY2,850962,N/A,"Enables alpha-1,4-glucan glucosyltransferase (UDP-glucose donor) activity and glycogen binding activity. Involved in glycogen biosynthetic process. Located in cytoplasm. Human ortholog(s) of this gene implicated in cardiovascular system disease and glycogen storage disease. Orthologous to human GYS1 (glycogen synthase 1) and GYS2 (glycogen synthase 2). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
HSP60,850963,N/A,"Enables several functions, including ATP hydrolysis activity; DNA binding activity; and unfolded protein binding activity. Involved in several processes, including chaperone-mediated protein complex assembly; protein folding; and protein stabilization. Located in mitochondrion. Is active in mitochondrial nucleoid. Human ortholog(s) of this gene implicated in several diseases, including artery disease (multiple); autistic disorder; glucose intolerance; hereditary spastic paraplegia (multiple); and hypomyelinating leukodystrophy 4. Orthologous to human HSPD1 (heat shock protein family D (Hsp60) member 1). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
NEJ1,850970,N/A,"Enables DNA end binding activity. Involved in double-strand break repair via nonhomologous end joining; double-strand break repair via single-strand annealing; and homologous recombination. Located in nucleus. Part of DNA ligase IV complex. Is active in site of double-strand break. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
PDR8,850971,N/A,"Enables RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Involved in positive regulation of transcription by RNA polymerase II. Located in nucleus. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
BOP2,850972,N/A,N/A,N/A,N/A
DCS1,850974,N/A,"Enables exoribonuclease activator activity and hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides. Involved in cellular response to starvation; deadenylation-dependent decapping of nuclear-transcribed mRNA; and nuclear-transcribed mRNA catabolic process, deadenylation-independent decay. Located in P-body. Orthologous to human DCPS (decapping enzyme, scavenger). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
PIG1,850979,N/A,"Enables protein phosphatase regulator activity. Involved in regulation of glycogen biosynthetic process. Predicted to be part of protein phosphatase type 1 complex. Orthologous to human PPP1R3E (protein phosphatase 1 regulatory subunit 3E). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YLR278C,850984,N/A,"Predicted to enable DNA-binding transcription factor activity, RNA polymerase II-specific and sequence-specific DNA binding activity. Predicted to be involved in positive regulation of transcription by RNA polymerase II. Predicted to act upstream of or within DNA-templated transcription and regulation of DNA-templated transcription. Is active in nucleus. [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
YLR283W,850988,N/A,"Involved in regulation of proline metabolic process. Located in endoplasmic reticulum and mitochondrion. Is active in mitochondrial inner membrane. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
COQ11,850997,N/A,"Involved in ubiquinone biosynthetic process. Located in mitochondrion. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YLR297W,851004,N/A,"Located in fungal-type vacuole membrane and nucleus. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
ECM38,851006,N/A,"Enables glutathione hydrolase activity. Involved in glutathione catabolic process and xenobiotic metabolic process. Located in fungal-type vacuole. Human ortholog(s) of this gene implicated in gamma-glutamyl transpeptidase deficiency. Orthologous to several human genes including GGT1 (gamma-glutamyltransferase 1); GGT2P (gamma-glutamyltransferase 2, pseudogene); and GGT3P (gamma-glutamyltransferase 3 pseudogene). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
HRI1,851008,N/A,"Involved in protein targeting to membrane. Located in endoplasmic reticulum membrane. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YLR312C,851021,N/A,"Enables protein-macromolecule adaptor activity. Involved in cellular response to nitrogen starvation; nucleophagy; and reticulophagy. Located in nuclear outer membrane and perinuclear endoplasmic reticulum. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YLR326W,851036,N/A,"Located in cell periphery. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
TMA10,851037,N/A,"Is active in cytoplasm. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YLR345W,851059,N/A,"Predicted to enable 6-phosphofructo-2-kinase activity and fructose-2,6-bisphosphate 2-phosphatase activity. Predicted to be involved in fructose 2,6-bisphosphate metabolic process. Predicted to act upstream of or within carbohydrate phosphorylation and fructose metabolic process. Located in cytoplasm. [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
ORM2,851064,N/A,"Involved in negative regulation of sphingolipid biosynthetic process and response to unfolded protein. Located in endoplasmic reticulum. Part of serine palmitoyltransferase complex. Used to study Loeys-Dietz syndrome and asthma. Human ortholog(s) of this gene implicated in asthma. Orthologous to human ORMDL1 (ORMDL sphingolipid biosynthesis regulator 1); ORMDL2 (ORMDL sphingolipid biosynthesis regulator 2); and ORMDL3 (ORMDL sphingolipid biosynthesis regulator 3). [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
YLR352W,851066,N/A,"Predicted to be involved in SCF-dependent proteasomal ubiquitin-dependent protein catabolic process. Predicted to act upstream of or within protein ubiquitination. Part of SCF ubiquitin ligase complex. Orthologous to several human genes including FBXL13 (F-box and leucine rich repeat protein 13); FBXL16 (F-box and leucine rich repeat protein 16); and FBXL20 (F-box and leucine rich repeat protein 20). [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
ATG33,851070,N/A,"Involved in autophagy of mitochondrion and macroautophagy. Located in mitochondrion. [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
REH1,851103,N/A,"Predicted to enable zinc ion binding activity. Involved in ribosomal large subunit biogenesis. Located in cytoplasm. Orthologous to human ZNF622 (zinc finger protein 622). [provided by Alliance of Genome Resources, Jul 2025]",N/A,N/A
YLR410W-B,851128,N/A,"Predicted to enable several functions, including DNA polymerase activity; RNA nuclease activity; and peptidase activity. Predicted to be involved in retrotransposition. Predicted to act upstream of or within several processes, including DNA metabolic process; transposition; and viral translational frameshifting. Located in nucleus. [provided by Alliance of Genome Resources, Apr 2025]",N/A,N/A
